X,Y,amenity,name,ele,addr:street,addr:housenumber,addr:postcode,addr:state,addr:city,website,phone,wikidata,wheelchair,operator,opening_hours,wikipedia,addr:country
-78.90425,42.9509700975452,library,Riverside Branch Library (Buffalo & Erie),,Tonawanda Street,820,14207,NY,Buffalo,,,,,,,,
-73.984582,40.7742570975452,library,Riverside Library,,Amsterdam Avenue,127,10023,NY,New York,http://www.nypl.org/locations/riverside,(212) 870-1810,Q17018044,yes,New York Public Library,,en:List of New York Public Library Branches,
-73.9894444,40.7366667975452,library,Robert Lehman Library,12,,,,NY,,,,,,,,,
-75.9408,43.8495100975452,library,Rodman Public Library,,School Street,12509,13682,NY,Rodman,,,,,,,,
-73.9502617,40.7612668975452,library,Roosevelt Island Library,,Main Street,524,10044,,New York,http://www.nypl.org/locations/roosevelt-island,,Q17018044,yes,New York Public Library,,en:List of New York Public Library Branches,
-73.5886718,40.6756116975452,library,Roosevelt Public Library,12,,,,NY,,,,,,,,,
-73.7398636,40.6599562975452,library,Rosedale Branch Queens Borough Public Library,4,,,,NY,,,,,,,,,
-76.8784565,43.1529362975452,library,Rose Free Library,,Main Street,4069,14542,,Rose,https://roselibrary.org/,+1 315 587 2335,,,,"Mo,We 14:00-20:00; Tu,Th 10:00-14:00; Fr 14:00-18:00; Sa 10:00-12:00; Jul,Aug Sa off",,
-73.9852128,41.2292071975452,library,Rose Memorial Library,34,,,,NY,,,,,,,,,
-75.9104772,43.9729623975452,library,Roswell P Flower Memorial Library,145,Washington Street,229,13601,NY,Watertown,https://www.flowermemoriallibrary.org/,315-785-7705,Q7370120,,,"Mo-Th 09:00-20:00; Fr-Sa 09:00-17:00; Su 12:00-17:00",en:Roswell P. Flower Memorial Library,
-73.9797572,42.7872833975452,library,Rotterdam Public Library,,,,,,,,,,,,,,
-73.794567,42.9364667975452,library,Round Lake Library,,,,,,,,,,,,,,
-74.56506,42.2839100975452,library,Roxbury Library Association,,State Highway 30,53742,12474,NY,Roxbury,,,,,,,,
-78.25216,42.3922800975452,library,Rushford Free Library,,Main Street,9012,14777,NY,Rushford,,,,,,,,
-77.646045,42.9955000975452,library,Rush Public Library,,East Henrietta Road,5977,14543,NY,Rush,,,,,,,,
-75.1506506,44.4289965975452,library,Russell Public Library,,Pestle Street,9,13684,NY,Russell,,,,,,,,
-73.787355,40.9250991975452,library,Ryan Library,17,,,,NY,,,,,,,,,
-73.0811151,40.8228681975452,library,Sachem Public Library,39,,,,NY,,,,,,,,,
-73.7600672,40.6925183975452,library,Saint Albans Branch Queens Borough Public Library,12,,,,NY,,,,,,,,,
-78.70969,42.1570100975452,library,Salamanca Public Library,,Wildwood Avenue,155,14779,NY,Salamanca,,,,,,,,
-73.5413473,42.6383168975452,library,Sand Lake Town Library,,Miller Hill Road,8428,12018,NY,Averill Park,,518-674-5050,,,,"Mo-Th 11:00-20:00; Fr 11:00-18:00; Sa 11:00-16:00; Su 13:00-16:00",,
-74.1303055,44.3273998975452,library,Saranac Lake Free Library,469,,,,NY,,,,,,,,,
-77.21928,42.2867400975452,library,Savona Free Library,,Mccoy Street,15,14879,NY,Savona,,,,,,,,
-73.08,40.7358333975452,library,Sayville Library,5,,,,NY,,,,,,,,,
-73.7892992,40.9978756975452,library,Scarsdale Public Library,62,,,,NY,,,,,,,,,
-73.7774495,42.6515797975452,library,Schaffer Law Library,,,,,,,,,,,,,,
-73.8217674,40.9421723975452,library,Scheele Memorial Library,65,,,,NY,,,,,,,,,
-74.3177092,42.6619874975452,library,Schoharie Free Association Library,,Knower Avenue,103,12157,,Schoharie,https://www.schoharielibrary.org/,+1 518 295 7127,,,,"Mo,Th 13:00-17:00,18:00-21:00; Tu,Fr 10:00-17:00; Sa 10:00-14:00",,
-73.7597659,43.8369184975452,library,Schroon Library,,,,,,,,,,,,,,
-73.5828128,43.1004596975452,library,Schuylerville Public Library,,Ferry Street,52,12871,NY,Schuylerville,,,,,,,,
-73.9828998,40.7480891975452,library,"Science, Industry and Business Library",,Madison Avenue,188,10016,,New York,http://www.nypl.org/locations/sibl,(917) 275-6975,Q17299843,yes,New York Public Library,,,
-75.970203,42.0897359975452,library,Science Library,,,,,,,,,,yes,Binghamton University,,,
-73.959476,42.8243131975452,library,Scotia Branch,,,,,,,,,,,,,,
-73.9594971,42.8243274975452,library,Scotia Branch Schenectady County Public Library,70,,,,NY,,,,,,,,,
-77.74997,43.0198000975452,library,Scottsville Free Library,,Main Street,28,14546,NY,Scottsville,,,Q7438202,,,,,
-73.6472222,40.8488889975452,library,Sea Cliff Village Library,52,,,,NY,,,,,,,,,
-73.4872222,40.6669444975452,library,Seaford Public Library,3,,,,NY,,,,,,,,,
-78.7469097,42.1592648975452,library,Seneca Nation Library,,Broad Street Extension,830,14779,,Salamanca,https://senecanationlibrary.wordpress.com/,+1 716 945 3157,,,,,,
-78.998662,42.5389402975452,library,Seneca Nation of Indians Library,,,,,,,,,,,,,,
-76.5712435,42.9285202975452,library,Seymour Library,219,,,,NY,,,,,,,,,
-74.6198907,42.7910899975452,library,Sharon Springs Free Library,,Main Street,129,13459,,Sharon Springs,http://shslib.blogspot.com/,+1 518 284 3126,,,,"Mo,Th 10:00-18:00; Tu,We,Fr 15:00-20:00; Sa 10:00-13:00",,
-73.9552778,40.5869444975452,library,Sheepshead Bay Branch Brooklyn Public Library,3,,,,NY,,,,,,,"Mo,Tu,Fr 10:00-18:00, We 10:00-20:00, Th 13:00-20:00, Sa 10:00-17:00",,
-75.4979,42.6778000975452,library,Sherburne Public Library,319,,,,NY,,,,,,,,,
-78.8938415,42.9584862975452,library,Sheridan Parkside Branch Library (Tonawanda),,Sheridan Parkside Drive,169,14150,NY,Tonawanda,,,,,,,,
-73.4600768,44.0475323975452,library,Sherman Free Library,,Church Street,4,12974,NY,Port Henry,,,Q7495172,,,,,
-75.60123,43.0695200975452,library,Sherrill-Kenwood Free Library,,Sherrill Road,543,13461,NY,Sherrill,,,,limited,,,,
-77.601822,43.1576451975452,library,"Sibley Music Library, Eastman School of Music",,,,,,,,,,,,,,
-75.25826,42.2927506975452,library,Sidney Center Branch Library,,County Highway 23,10599,,,Sidney Center,http://www.sidneylibrary.org/,+1 607 369 7500,,,Sidney Memorial Public Library,"Mo,Fr 13:00-17:00; Tu,Th 15:30-20:00; We,Sa 10:00-14:00",,
-79.25822,42.2633800975452,library,Sinclairville Free Library,,Lester Street,8,14782,NY,Sinclairville,,,,,,,,
-74.5291667,42.1566667975452,library,Skene Memorial Library,463,,,,NY,,,,Q7534567,,,,,
-75.5700934,42.6877412975452,library,Smyrna Public Library,,East Main Street,7,13464,NY,Smyrna,,,,,,,,
-77.0619396,43.2372625975452,library,Sodus Free Library,,Maple Avenue,17,14551,NY,Sodus,,,,,,,,
-76.207104,43.0576573975452,library,Solvay Public Library,,Woods Road,615,13209,NY,Solvay,http://solvaylibrary.org,315 468 2441,Q14707311,,,"Mo-We 09:00-20:00; Th-Fr 09:00-17:00; Sa 10:00-17:00; Su 13:00-17:00; Jun Su[-1]-Sep Mo[1]: Sa 09:00-13:00; Jun Su[-1]-Sep Mo[1]: Su off; Jan 1 off; Jul 4 off; Dec 24-25 off; Dec 31 off",en:Solvay Public Library,US
-73.714291,41.3032531975452,library,Somers Library,,,,,,,,,,limited,,,,
-73.6469444,40.5897222975452,library,Sonabend Family Library,0,,,,NY,,,,,,,,,
-78.77226,42.8842600975452,library,South Cheektowaga Library (Cheektowaga),,William Street,2660,14227,NY,Cheektowaga,,,,,,,,
-72.9408318,40.7581081975452,library,South Country Library,,Station Road,22,11713,,Bellport,https://sctylib.org/,631-286-0818,,,,,,
-77.0470657,42.1422361975452,library,Southeast Steuben County Library,,,,,,,,,,,,,,
-73.7537632,40.7069095975452,library,South Hollis Library,,,,,,,,,,,,,,
-73.7902743,40.6955898975452,library,South Jamaica Branch Queens Borough Public Library,11,,,,NY,,,,,,,,,
-75.38465,42.5296700975452,library,South New Berlin Free Library,,Main Street,8,13843,NY,South New Berlin,,,,,,,,
-76.8038889,42.0797222975452,library,Southside Branch Steele Memorial Library,261,,,,NY,,,,,,,,,
-76.1585706,43.0348085975452,library,Southwest Community Center Library,,South Avenue,401,13204,NY,Syracuse,,,,,Onondaga County Public Library,Mo-Th 11:00-17:00,,US
-76.29911,42.4908100975452,library,Southworth Library Association,,West Main Street,24,13053,NY,Dryden,,,,,,,,
-76.4925,42.2111111975452,library,Spencer Library,299,,,,NY,,,,,,,,,
-73.8858333,40.6530556975452,library,Spring Creek Branch Brooklyn Public Library,4,,,,NY,,,,,,,,,
-76.69123,42.8443600975452,library,Springport Free Library,,Cayuga Street,171,13160,NY,Union Springs,,,,,,,,
-74.62,42.4101200975452,library,Stamford Village Library,,Main Street,117,12167,NY,Stamford,,,,,,,,
-76.8061111,42.0908333975452,library,Steele Memorial Public Library,260,101 E. Church Street,,14901,NY,Elmira,http://www.steele.lib.ny.us,,,limited,,,,
-73.7916144,40.8057127975452,library,Stephen B Luce Library,5,,,,NY,,,,,,,,,
-78.27666,42.8641600975452,library,Stevens Memorial Library,,Main Street,146,14011,NY,Attica,,,,,,,,
-76.57268,43.1680700975452,library,Stewart B. Lang Memorial Library,,East Main Street,2577,13033,NY,Cato,,,,,,,,
-73.6886111,40.7200000975452,library,Stewart Manor Branch Elmont Public Library,26,,,,NY,,,,,,,,,
-73.6589853,42.9371366975452,library,Stillwater Free Library,24,,,,NY,,,,,,,,,
-73.93083,43.4279300975452,library,Stony Creek Free Library,,Harrisburg Road,37,12878,NY,Stony Creek,,,,,,,,
-73.0135717,40.7659810975452,library,Stuart Van Cott Memorial Library,5,,,,NY,,,,,,,,,
-75.866496,43.0440987975452,library,Sullivan Free Library,,Falls Boulevard,101,,,,,,,,Mid York Library System,"Mo-Th 10:00-20:00; Fr 10:00-18:00; Sa 10:00-16:00; Su 12:00-16:00; Jul 01-Sep Mo[1]: Sa 10:00-14:00; Jul 01-Sep Mo[1]: Su off",,
-77.56876,43.1710600975452,library,Sully Branch (Rochester),,Bay Street,939,14609,NY,Rochester,,,,,,,,
-78.1941739,43.2464285975452,library,Swan Library,,,,,,,,,,,,,,
-73.653513,40.7214387975452,library,Swirbul Library (SWL),24,,,,NY,,,,,,,,,
-76.18337,42.2235400975452,library,Tappan-Spaulding Memorial Library,,Rock Street,6,13811,NY,Newark Valley,,,,,,,,
-73.9226724,41.2911966975452,library,The Field Library,,Nelson Avenue,4,10566,NY,Peekskill,,,,,,,,
-76.0271674,44.2860070975452,library,Thousand Island Park Library,,Saint Lawrence Avenue,42743,13692,NY,Thousand Island Park,https://www.tiparklibrary.org/,+1 315 482 9098,,,,,,
-73.8010219,43.6526923975452,library,Town of Chester Public Library,,Main Street,6272,12857,NY,North Creek,,,,,,,,
-78.91998,42.4966200975452,library,Town of Collins Public Library,,Mill Street,14093,14034,NY,Collins,,,,,,,,
-74.3008333,41.6113889975452,library,Town of Crawford Free Library,120,,,,NY,,,,,,,,,
-78.08358,42.6597100975452,library,Town of Gainesville Public Library,,Church Street,10,14550,NY,Silver Springs,,,,,,,,
-73.9863211,43.6971086975452,library,Town of Johnsburg Library,,Main Street,219,12853,NY,Johnsburg,,,,,,,,
-74.3673616,43.4981515975452,library,Town of Lake Pleasant Public Library,,State Route 8,2864,12164,NY,Speculator,http://www.lakepleasantny.org/public%20library.htm,+1 518 548 4411,,,,,,
-78.9366607,42.5983307975452,library,Town of North Collins Public Library,,School Street,2095,14111,NY,North Collins,,,,,,,,
-74.0459581,42.5150218975452,library,Town of Westerlo Public Library,,State Route 143,604,12193,NY,Westerlo,http://westerlolibrary.org/,+1 518 797 3415,,,,"Mo 14:00-18:00; Tu 14:00-20:00; We,Sa 09:00-14:00; Th 15:00-20:00; Fr 16:00-20:00",,
-75.4103139,43.6274536975452,library,Turin Public Library,,,,,,,,,,,,,,
-74.1849208,41.1932051975452,library,Tuxedo Park Library,,Route 17,227,10987,NY,Tuxedo Park,,,,,,"Mo,Tu,Fr 09:00-17:30; We,Th 09:00-21:00; Sa 10:00-16:00; Su 11:00-15:00; Jul,Aug Su closed",,
-76.6588889,42.5408333975452,library,Ulysses Philomathic Library,294,East Main Street,74,14886,NY,,http://trumansburglibrary.org/,(607) 387-5623,,,,"Mo, We, Fr 10:00-17:00; Tu, Th 10:00-20:00; Sa 10:00-14:00",,
-73.5930645,40.7062394975452,library,Uniondale Public Library,18,,,,NY,,,,,,,,,
-78.8267164,42.9509301975452,library,University Heights Tool Library,,West Northrup Place,5,14214,NY,Buffalo,,,,,,,,
-75.2388889,43.0975000975452,library,Utica Public Library,156,,,,NY,,,,,,,,,
-73.5630054,42.8984762975452,library,Valley Falls Free Library,,State Street,42,12185,NY,Valley Falls,http://www.valleyfallslibrary.org,+1-518-753-4230,,,,"Su-Mo off; Tu 09:30-12:00, 13:00-18:00; We 11:00-6:00; Th-Fr 09:30-12:00, 13:00-18:00; Sa 09:30-13:00",,
-76.55833,42.1990100975452,library,Van Etten Library,,Main Street,83,14889,NY,Van Etten,,,,,,,,
-74.4975,42.6741667975452,library,Van Wagenen Library,297,,,,NY,,,,,,,,,
-75.54038,43.0772400975452,library,Vernon Public Library,,Peterboro Street,4441,13476,NY,Vernon,,,,no,,,,
-77.4112232,42.9820232975452,library,Victor Free Library,173,,,,NY,,,,,,,,,
-74.92196,42.6998900975452,library,Village Library of Cooperstown,,Main Street,22,13326,NY,Cooperstown,,,,,,,,
-75.24327,42.5492100975452,library,Village Library of Morris,,East Main Street,22,13808,NY,Morris,,,,,,,,
-73.0136053,40.7660053975452,library,Virginia Crowell Children's Library,5,,,,NY,,,,,,,,,
-73.93965,42.6568900975452,library,Voorheesville Public Library,,School Road,51,12186,NY,Voorheesville,,,,,,,,
-73.461036,44.2300992975452,library,Wadhams Free Library,,State Route 22,763,12993,,Wadhams,https://wadhamsfreelibrary.org/,+1 518 962 8717,,,,"Tu,We,Th 15:00-21:00; Sa 09:00-12:00",,
-77.8141667,42.7955556975452,library,Wadsworth Library,240,,,,NY,,,,,,,,,
-74.1813889,41.6047222975452,library,Wallkill Public Library,82,,,,NY,,,,,,,,,
-77.2872686,43.1311121975452,library,Walworth-Seely Public Library,,Lorraine Drive,3600,14568,NY,Walworth,,,,,,,,
-73.8582292,41.0805096975452,library,Warner Library,35,,,,NY,,,,,,,,,
-73.67648,42.7932400975452,library,Waterford Public Library,,Third Street,117,12188,NY,Waterford,,,,,,,,
-76.8608333,42.9058333975452,library,Waterloo Library,140,,,,NY,,,,,,,,,
-75.37747,42.9311100975452,library,Waterville Public Library,,Main Street,220,13480,NY,Waterville,,,,,,,,
-76.8661693,42.3718952975452,library,Watkins Glen Central School District Free P,,South Decatur Street,610,14891,NY,Watkins Glen,,,,,,,,
-76.5413889,42.0016667975452,library,Waverly Free Library,257,,,,NY,,,,,,,,,
-77.59287,42.5674900975452,library,Wayland Free Library,,West Naples Street,101,14572,NY,Wayland,,,,,,,,
-74.2891667,44.8513889975452,library,Wead Library,223,,,,NY,,,,,,,,,
-76.56169,43.0486300975452,library,Weedsport Free Library,,East Brutus Street,2701,13166,NY,Weedsport,,,,,,,,
-75.0075028,43.0105750975452,library,Weller Library,,,,,,,,,,,,,,
-75.0075,43.0108333975452,library,Weller Public Library,125,,,,NY,,,,,,,,,
-73.7735701,44.3381677975452,library,Wells Memorial Library,,State Route 9N,12230,12987,,Upper Jay,http://www.wellsmemoriallibrary.com/,+1 518 946 2644,Q23092155,,,"Tu,We,Th 12:00-17:00; Sa 11:00-16:00",en:Wells Memorial Library,
-73.5833075,40.7622093975452,library,Westbury Memorial Public Library,36,,,,NY,,,,,,,,,
-73.8467494,40.8408867975452,library,Westchester Square Library,,Glebe Avenue,2521,10461,,Bronx,http://www.nypl.org/locations/westchester-square,(718) 863-0436,Q219555,no,New York Public Library,,en:New York Public Library,
-76.8425,42.0777778975452,library,West Elmira Branch Steele Memorial Library,269,,,,NY,,,,,,,,,
-75.38469,43.3042100975452,library,Western Town Library,,Main Street,9172,13486,NY,Westernville,,,,,,,,
-78.68253,42.7017900975452,library,West Falls Branch Library,,Davis Road,1966,14170,NY,West Fall,,,,,,,,
-73.6543607,40.6957450975452,library,West Hempstead Public Library,,Hempstead Avenue,500,,,,,,,yes,,,,
-73.3063889,40.6972222975452,library,West Islip Public Library,3,,,,NY,,,,,,,,,
-73.4340601,44.1819271975452,library,Westport Library Association,,Washington Street,1,12993,NY,Northport,,,,,,,,
-78.7547328,42.8355639975452,library,West Seneca Public Library,,Union Road,1300,14224,NY,West Seneca,,,,,,,,
-75.5427477,42.8262090975452,library,West Winfield Library,,South Street,179,13491,NY,West Winfield,,,,,,,,
-77.61973,43.1466600975452,library,Wheatley Branch,,Bronson Avenue,12,14608,NY,Rochester,,,,,,,,
-73.7701322,41.0303751975452,library,White Plains Public Library,60,,,,NY,,,,,,,,,
-73.815,40.7883333975452,library,Whitestone Branch Queens Borough Public Library,19,,,,NY,,,,,,,,,
-77.76662,42.0379600975452,library,Whitesville Public Library,,Main Street,483,14897,NY,Whitesville,,,,,,,,
-78.11593,42.4663600975452,library,Wide Awake Club Library,,Main Street,46,14735,NY,Fillmore,,,,,,,,
-73.9758693,40.5742474975452,library,Wildlife Conservation Library,,,,,,,,,,,,,,
-75.1280416,42.1694580975452,library,William B. Ogden Free Library,,Gardiner Place,42,13856,NY,Walton,,,,,,"Tu 10:00-17:00; We-Th 14:00-20:00; Fr 10:00-17:00; Sa 10:00-14:00",,
-75.4684132,43.7379913975452,library,William H. Bush Memorial Library,,,,,,,,,,,,,,
-78.1563889,42.4263889975452,library,William J Houghton Memorial Library,386,,,,NY,,,,,,,,,
-77.8197222,42.7975000975452,library,William S And John M Milne Library,224,,,,NY,,,,,,,,,
-78.7453508,42.9624320975452,library,Williamsville Library,,Main Street,5571,14221,NY,Williamsville,,,,yes,,,,
-73.8165219,44.3889802975452,library,Wilmington E. M. Cooper Memorial Public Library,,Route 86,5751,12997,,Wilmington,http://www.wilmingtoncooperlibrary.org/,+1 518 946 7701,,,,"We,Th 09:00-12:00,13:00-17:00; Fr 09:00-12:00,13:00-15:00; Sa 09:00-14:00",,
-78.8269444,43.3094444975452,library,Wilson Free Library,85,,,,NY,,,,,,,,,
-77.60634,42.2712900975452,library,Wimodaughsian Free Library,,West Main Street,19,14823,NY,Canisteo,,,,,,,,
-77.5491671,43.1572695975452,library,Winton Branch,,North Winton Road,611,14609,NY,Rochester,,,,,,,,
-76.8143716,43.2154925975452,library,Wolcott Civic Free Library,,New Hartford Street,53,14590,NY,Wolcott,,,,,,,,
-75.13281,43.5258300975452,library,Woodgate Free Library,,Woodgate Drive,11051,13494,NY,Woodgate,,,,,,,,
-73.8614487,40.6945453975452,library,Woodhaven Branch Queens Borough Public Library,24,,,,NY,,,,,,,,,
-73.8681545,40.9004863975452,library,Woodland Heights Branch New York Public Library,45,,,,NY,,,,,,,,,
-77.2848786,42.8918020975452,library,Wood Library,,North Main Street,134,14424,NY,Canandaigua,,,,,,,,
-77.98742,42.9770000975452,library,Woodward Memorial Library,,Wolcott Street,7,14482,NY,Leroy,,,,,,,,
-78.0877015,42.8283990975452,library,Wyoming Free Library,,South Academy Street,15,14591,NY,Wyoming,,,,,,,,
-78.3891782,43.3216907975452,library,Yates Community Library,,North Main Street,15,14098,NY,Lyndonville,http://www.yateslibrary.org/,+1 585 765 9041,,,,"Mo,Tu,Th 10:00-20:00; Fr 10:00-17:00; Sa 10:00-14:00",,
-79.0468122,43.2507293975452,library,Youngstown Free Library,,Lockport Street,240,14174,NY,Youngstown,,,,,,,,
-75.9491667,42.1133333975452,library,Your Home Library,267,,,,NY,,,,,,,,,
-73.8769685,41.0134634975452,library,,45,,,,NY,,,,,,,,,
-73.3259001,40.6949834975452,library,,,,,,,,,,,,,,,
-74.6687331,41.7639690975452,library,,,,,,,,,,,,,,,
-73.6537094,43.3530906975452,library,,,,,,,,,,,,,,,
-77.5988237,43.1318469975452,library,,,,,,,,,,,,,,,
-78.7805443,43.0159894975452,library,,,,,,,,,,,,,,,
-73.981741,40.6671642975452,music_school,Acme Hall Studios,,9th Street,435,11215,,,,,,,,,,
-73.9362013,40.7555310975452,music_school,Astoria Music Studio,,Crescent Street,38-12,,,,,,,,,,,
-73.9918641,40.7336612975452,music_school,Beautiful Voice NYC,,East 12th Street,39,10003,NY,New York,https://www.voice-lessons-nyc.com/,+1 917-940-3456,,,,Mo-Su 12:00-24:00,,
-73.9799101,40.6816154975452,music_school,Brooklyn Guitar School,,4th Avenue,81,11217,,,https://www.nycguitarschool.com/Brooklyn/,+1-718-855-5400,,,,,,
-73.9950945,40.6144752975452,music_school,Center for the Brooklyn Musical Arts,,18th Avenue,7306,11204,,,https://www.brooklynmusicalarts.com,+1-718-676-5188,,,,,,
-73.9061451,40.7725956975452,music_school,Frank Toscano,,Steinway Street,22-05,,,,,+1-718-728-1804,,,,,,
-73.7460475,40.7156855975452,music_school,Keiko Studios,,Jamaica Avenue,212-26,,,,,,,,,,,
-73.9965403,40.6906785975452,music_school,Keys To Success,,,,,,,,,,,,,,
-73.4277979,40.8708614975452,music_school,Kidzhitz,,Main Street,304,11743,NY,Huntington,https://www.kidzhitzexpress.com/,+1 516-250-0905,,,,"Mon-Fri: 2:00PM to 8:00PM, Sat: 9:00AM to 5:00PM",,
-73.6977238,40.6645575975452,music_school,Layla's Dance & Drum,,East Merrick Road,2,,NY,Valley Stream,,,,,,,,
-73.6789731,40.6590300975452,music_school,Lynbrook Music,,Merrick Road,480,,,,,+1-516-872-5977,,,,,,
-73.9797103,40.6726413975452,music_school,NikosKids,,1st Street,386,11215,,,https://nikoskids.com/,,,,,,,
-73.9862638,40.6695448975452,music_school,Park Slope Music School,,,,,,,https://www.parkslopemusicschool.com,+1-718-369-3260,,,,,,
-73.8777205,40.7508757975452,music_school,Performing Arts Conservatory,,89th Street,35-57,,,,www.paconyschool.com,+1-917-774-3411,,,,,,
-73.9933378,40.6829089975452,music_school,Rock'scool,,,,,,,https://rockscoolbrooklyn.com,+1-718-596-4962,,,,,,
-73.9909782,40.6857535975452,music_school,Rock'scool,,,,,,,https://rockscoolbrooklyn.com,+1-718-596-4962,,,,,,
-73.9447621,40.7487746975452,music_school,Sage Music,,23rd Street,44-02,11101,NY,Long Island City,https://www.sagemusic.co,+1-718-361-2922,,,,"Mo-Th 10:00-22:00; Fr 10:00-19:00; Sa, Su 08:00-19:00",,
-73.8898061,40.7299039975452,music_school,Song & A Dance,,Grand Avenue,73-07,11378,NY,Maspeth,https://www.songandadance.com/,+1-718-478-8076,,,,"Mo-Fr 15:00-21:00; Sa 09:00-16:00; Su 11:00-16:00",,
-73.9832513,40.6731458975452,music_school,The Brooklyn Music Studio,,,,,,,http://brooklynmusicstudio.com,+1-347-560-4014,,,,,,
-73.9909629,40.6654444975452,public_bookcase,16th Street Little Free Library,,,,,,,,,,,,,,
-72.9444787,40.8822464975452,public_bookcase,Bayles Local History Room,,,,,,,,,,,,,,
-76.281204,43.0439715975452,public_bookcase,Camillus Little Library,,,,,,,,,,,,,,
-72.9439014,40.8823909975452,public_bookcase,Clemens Room,,,,,,,,,,,,,,
-78.7784453,42.9672127975452,public_bookcase,Community Library,,,,,,,,,,,,,,
-78.9018924,42.9367128975452,public_bookcase,dearborn st little free library,,,,,,,,,,,,,,
-73.9818533,40.6589813975452,public_bookcase,Le P'tit Library,,,,,,,,,,,,,,
-76.336296,42.9760109975452,public_bookcase,Little Free Library,,,,,,,https://www.littlefreelibrary.org/,,,,,,,
-76.3399466,42.9830982975452,public_bookcase,Little Free Library,,,,,,,,,,,,,,
-76.1171098,43.0303820975452,public_bookcase,Little Free Library charter number 20557,,,,,,,https://www.littlefreelibrary.org/,,,,,,,
-73.9865864,40.6601591975452,public_bookcase,P. 53K Little Free Library,,,,,,,,,,,,,,
-77.97877,42.1735200975452,public_bookcase,Scio Free Library,,West Sciota Street,4393,14880,NY,Scio,,,,,,,,
-76.0712577,42.9925698975452,public_bookcase,Train Station Books,,,,,,,,,,,,,,
-73.9812054,40.6775586975452,public_bookcase,,,,,,,,https://littlefreelibrary.org,,,,,,,
-76.1434897,42.9852252975452,public_bookcase,,,,,,,,https://littlefreelibrary.org/,,,,,24/7,,
-73.8746006,42.8200881975452,public_bookcase,,,,,,,,https://www.littlefreelibrary.org/,,,,,,,
-73.9788184,40.6629795975452,public_bookcase,,,,,,,,,,,,,,,
-73.9870488,40.6654110975452,public_bookcase,,,,,,,,,,,,,,,
-73.9901458,40.6692680975452,public_bookcase,,,,,,,,,,,,,,,
-73.9796151,40.6726523975452,public_bookcase,,,,,,,,,,,,,,,
-73.9699867,40.6788961975452,public_bookcase,,,,,,,,,,,,,,,
-73.9809562,40.6759112975452,public_bookcase,,,,,,,,,,,,,,,
-73.9785004,40.6821472975452,public_bookcase,,,,,,,,,,,,,,,
-73.874949,40.9959998975452,public_bookcase,,,,,,,,,,,,,,,
-75.8546772,42.9302990975452,public_bookcase,,,,,,,,,,,,,,,
-76.0717355,42.9952025975452,public_bookcase,,,,,,,,,,,,,,,
-76.9844922,42.8642941975452,public_bookcase,,,,,,,,,,,,,,,
-76.076366,43.0427692975452,public_bookcase,,,,,,,,,,,,,,,
-76.081082,43.0397613975452,public_bookcase,,,,,,,,,,,,,,,
-76.0954339,43.0374639975452,public_bookcase,,,,,,,,,,,,,,,
-76.1078665,43.0419837975452,public_bookcase,,,,,,,,,,,,,,,
-76.1281985,43.0470871975452,public_bookcase,,,,,,,,,,,,,,,
-76.1344413,43.0473908975452,public_bookcase,,,,,,,,,,,,,,,
-73.9735995,41.0457779975452,research_institute,Nathan S Kline Institute for Psychiatric Research,,Old Orangeburg Road,140,10962,,Orangeburg,https://www.nki.rfmh.org/,+1 845 398 5500,Q6969183,,,,en:Nathan Kline Institute for Psychiatric Research,
-73.974123,40.7424725975452,research_institute,Skirball Institute of Biomolecular Medicine,,,,,,,http://skirball.med.nyu.edu/,,,,,,,
-77.565112,43.1258541975452,school,12 Corners Middle School,149,,,,,,,,,,,,,
-79.0497666,43.1028333975452,school,Abate School,183,,,,,,,,,,,,,
-73.8587459,41.0437081975452,school,Abbott School,114,,,,,,,,,,,,,
-73.9024779,42.0254975975452,school,Abigail Lundquist Botstein Nursery School,56,,,12504,NY,Annandale-on-Hudson,,,,,Bard College,,,
-73.6322222,43.3144444975452,school,Abraham Wing Public School,104,,,,,,,,,,,,,
-73.7086111,42.7688889975452,school,Abram G Lansing School,0,,,,,,,,,,,,,
-76.1347932,43.5714793975452,school,Academy and Central School,114,,,,,,,,,,,,,
-73.6037742,40.7265828975452,school,Academy Charter School,,Charles Lindbergh Boulevard,,,,,,,,,,,,
-73.8433587,40.8569029975452,school,Academy for Gerontological Education and Development,11,,,,,,,,,,,,,
-73.91516,40.8493300975452,school,Academy For Language And Technology,39,,,,,,,,,,,,,
-73.9552528,40.8154214975452,school,Academy for Social Action: A College Board School (M367),11,West 129th Street,509,10027,NY,New York,https://www.schools.nyc.gov/schoolportals/05/m367/default.htm,,,,,,,
-73.9368787,40.7514099975452,school,Academy of American Studies,10,,,,,,,,Q4671418,,,,en:Academy of American Studies,
-73.9421993,40.7852603975452,school,Academy of Environmental Science,2,,,,,,,,,,,,,
-73.9884494,40.7340021975452,school,Academy of Music (historical),12,,,,,,,,Q4306609,,,,en:Academy of Music (New York City),
-74.0865303,40.5973267975452,school,Academy of Saint Dorothy,17,,,,,,,,,,,,,
-73.2406944,40.7727887975452,school,Academy of Saint Joseph,23,,,,,,,,,,,,,
-73.8355556,42.6508333975452,school,Academy of the Holy Names,58,,,,,,,,,,,,,
-78.7361423,42.9658914975452,school,Academy School,209,,,,,,,,,,,,,
-74.1901304,42.9431301975452,school,Academy Street School,135,,,,,,,,,,,,,
